time;rawEEG;attention;meditation;signalStrength;alpha1;alpha2;beta1;beta2;delta;gamma1;gamma2;theta;blink
63832206535125;-60;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;-75;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;-53;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;-1;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;32;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;29;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;29;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;39;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;48;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;59;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;87;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;93;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;87;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;70;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;43;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;42;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;72;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;106;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;113;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;98;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;103;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;118;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
63832206535125;122;43;40;100;87647;35894;36871;26958;1177452;27496;8490;225992;47
